value	description	codesystem	code	iri
SureSelectXT Custom 1Kb-499kb,480,Aut,RO by Agilent Technologies	SureSelectXT Custom 1Kb-499kb,480,Aut,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT249	https://fair-genomes.org/KIT249
SureSelectXT Custom 1Kb-499kb,96,Auto,RO by Agilent Technologies	SureSelectXT Custom 1Kb-499kb,96,Auto,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT250	https://fair-genomes.org/KIT250
SureSelectXT Custom 3-5.9Mb, 16 by Agilent Technologies	SureSelectXT Custom 3-5.9Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT251	https://fair-genomes.org/KIT251
SureSelectXT Custom 3-5.9Mb, 16, RO by Agilent Technologies	SureSelectXT Custom 3-5.9Mb, 16, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT252	https://fair-genomes.org/KIT252
SureSelectXT Custom 3-5.9Mb, 480 by Agilent Technologies	SureSelectXT Custom 3-5.9Mb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT253	https://fair-genomes.org/KIT253
SureSelectXT Custom 3-5.9Mb, 480, Auto by Agilent Technologies	SureSelectXT Custom 3-5.9Mb, 480, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT254	https://fair-genomes.org/KIT254
SureSelectXT Custom 3-5.9Mb, 480, RO by Agilent Technologies	SureSelectXT Custom 3-5.9Mb, 480, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT255	https://fair-genomes.org/KIT255
SureSelectXT Custom 3-5.9Mb, 96 by Agilent Technologies	SureSelectXT Custom 3-5.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT256	https://fair-genomes.org/KIT256
SureSelectXT Custom 3-5.9Mb, 96, Aut, RO by Agilent Technologies	SureSelectXT Custom 3-5.9Mb, 96, Aut, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT257	https://fair-genomes.org/KIT257
SureSelectXT Custom 3-5.9Mb, 96, Auto by Agilent Technologies	SureSelectXT Custom 3-5.9Mb, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT258	https://fair-genomes.org/KIT258
SureSelectXT Custom 3-5.9Mb, 96, RO by Agilent Technologies	SureSelectXT Custom 3-5.9Mb, 96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT259	https://fair-genomes.org/KIT259
SureSelectXT Custom 3-5.9Mb,480,Auto,RO by Agilent Technologies	SureSelectXT Custom 3-5.9Mb,480,Auto,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT260	https://fair-genomes.org/KIT260
SureSelectXT Custom 6-11.9Mb, 16 by Agilent Technologies	SureSelectXT Custom 6-11.9Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT261	https://fair-genomes.org/KIT261
SureSelectXT Custom 6-11.9Mb, 16, RO by Agilent Technologies	SureSelectXT Custom 6-11.9Mb, 16, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT262	https://fair-genomes.org/KIT262
SureSelect XT Human All Exon V4, 480 sam by Agilent Technologies	SureSelect XT Human All Exon V4, 480 sam by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT263	https://fair-genomes.org/KIT263
SureSelect XT RNA Direct 16 rxns by Agilent Technologies	SureSelect XT RNA Direct 16 rxns by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT264	https://fair-genomes.org/KIT264
SureSelect XT RNA Direct 96 rxns by Agilent Technologies	SureSelect XT RNA Direct 96 rxns by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT265	https://fair-genomes.org/KIT265
SureSelect XT Reagent kit, HSQ, 480 by Agilent Technologies	SureSelect XT Reagent kit, HSQ, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT266	https://fair-genomes.org/KIT266
SureSelect XT Reagent kit, HSQ, 96, Auto by Agilent Technologies	SureSelect XT Reagent kit, HSQ, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT267	https://fair-genomes.org/KIT267
SureSelectQXT Library Prep Kit NSQ, 16 by Agilent Technologies	SureSelectQXT Library Prep Kit NSQ, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT268	https://fair-genomes.org/KIT268
SureSelectQXT Library Prep Kit NSQ, 96 by Agilent Technologies	SureSelectQXT Library Prep Kit NSQ, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT269	https://fair-genomes.org/KIT269
SureSelectQXT Library Prep Kit, ILM, 16 by Agilent Technologies	SureSelectQXT Library Prep Kit, ILM, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT270	https://fair-genomes.org/KIT270
SureSelectQXT Library Prep Kit, ILM, 96 by Agilent Technologies	SureSelectQXT Library Prep Kit, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT271	https://fair-genomes.org/KIT271
SureSelectQXT Reagent Kit NSQ, 16 by Agilent Technologies	SureSelectQXT Reagent Kit NSQ, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT272	https://fair-genomes.org/KIT272
SureSelectQXT Reagent Kit NSQ, 96 by Agilent Technologies	SureSelectQXT Reagent Kit NSQ, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT273	https://fair-genomes.org/KIT273
SureSelectQXT Reagent Kit, ILM, 16 by Agilent Technologies	SureSelectQXT Reagent Kit, ILM, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT274	https://fair-genomes.org/KIT274
SureSelectQXT Reagent Kit, ILM, 96 by Agilent Technologies	SureSelectQXT Reagent Kit, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT275	https://fair-genomes.org/KIT275
SureSelectXT Bovine All Exon, 16 by Agilent Technologies	SureSelectXT Bovine All Exon, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT276	https://fair-genomes.org/KIT276
SureSelectXT Bovine All Exon, 480 by Agilent Technologies	SureSelectXT Bovine All Exon, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT277	https://fair-genomes.org/KIT277
SureSelectXT Bovine All Exon, 480, Auto by Agilent Technologies	SureSelectXT Bovine All Exon, 480, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT278	https://fair-genomes.org/KIT278
SureSelectXT Bovine All Exon, 96 by Agilent Technologies	SureSelectXT Bovine All Exon, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT279	https://fair-genomes.org/KIT279
SureSelectXT Bovine All Exon, 96, Auto by Agilent Technologies	SureSelectXT Bovine All Exon, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT280	https://fair-genomes.org/KIT280
SureSelectXT Custom 0.5-2.9Mb, 16 by Agilent Technologies	SureSelectXT Custom 0.5-2.9Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT281	https://fair-genomes.org/KIT281
SureSelectXT Custom 0.5-2.9Mb, 16, RO by Agilent Technologies	SureSelectXT Custom 0.5-2.9Mb, 16, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT282	https://fair-genomes.org/KIT282
SureSelectXT Custom 0.5-2.9Mb, 480 by Agilent Technologies	SureSelectXT Custom 0.5-2.9Mb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT283	https://fair-genomes.org/KIT283
SureSelectXT Custom 0.5-2.9Mb, 480, Auto by Agilent Technologies	SureSelectXT Custom 0.5-2.9Mb, 480, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT284	https://fair-genomes.org/KIT284
SureSelectXT Custom 0.5-2.9Mb, 96 by Agilent Technologies	SureSelectXT Custom 0.5-2.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT285	https://fair-genomes.org/KIT285
SureSelectXT Custom 0.5-2.9Mb, 96, Auto by Agilent Technologies	SureSelectXT Custom 0.5-2.9Mb, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT286	https://fair-genomes.org/KIT286
SureSelectXT Custom 0.5-2.9Mb, 96, RO by Agilent Technologies	SureSelectXT Custom 0.5-2.9Mb, 96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT287	https://fair-genomes.org/KIT287
SureSelectXT Custom 0.5-2.9Mb,480,Aut,RO by Agilent Technologies	SureSelectXT Custom 0.5-2.9Mb,480,Aut,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT288	https://fair-genomes.org/KIT288
SureSelectXT Custom 0.5-2.9Mb,480,RO by Agilent Technologies	SureSelectXT Custom 0.5-2.9Mb,480,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT289	https://fair-genomes.org/KIT289
SureSelectXT Custom 0.5-2.9Mb,96,Auto,RO by Agilent Technologies	SureSelectXT Custom 0.5-2.9Mb,96,Auto,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT290	https://fair-genomes.org/KIT290
SureSelectXT Custom 12-24Mb, 16 by Agilent Technologies	SureSelectXT Custom 12-24Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT291	https://fair-genomes.org/KIT291
SureSelectXT Custom 12-24Mb, 16, RO by Agilent Technologies	SureSelectXT Custom 12-24Mb, 16, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT292	https://fair-genomes.org/KIT292
SSel XT Low Input 97-192+1-499 kb,96rxn by Agilent Technologies	SSel XT Low Input 97-192+1-499 kb,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT293	https://fair-genomes.org/KIT293
SSel XT Low Input 97-192+12-24 Mb,96rxn by Agilent Technologies	SSel XT Low Input 97-192+12-24 Mb,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT294	https://fair-genomes.org/KIT294
SSel XT Low Input 97-192+3-5.9 Mb,96rxn by Agilent Technologies	SSel XT Low Input 97-192+3-5.9 Mb,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT295	https://fair-genomes.org/KIT295
SSel XT Low Input 97-192+6-11.9 Mb,96rxn by Agilent Technologies	SSel XT Low Input 97-192+6-11.9 Mb,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT296	https://fair-genomes.org/KIT296
SSel XT Low Input 97-192+CCP,96rxn by Agilent Technologies	SSel XT Low Input 97-192+CCP,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT297	https://fair-genomes.org/KIT297
SSel XT Low Input 97-192+CREv2,96rxn by Agilent Technologies	SSel XT Low Input 97-192+CREv2,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT298	https://fair-genomes.org/KIT298
SSel XT Low Input 97-192+V6,96rxn by Agilent Technologies	SSel XT Low Input 97-192+V6,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT299	https://fair-genomes.org/KIT299
SureSelect RNA 0.5-2.9Mb, 480 by Agilent Technologies	SureSelect RNA 0.5-2.9Mb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT300	https://fair-genomes.org/KIT300
SureSelect RNA 0.5-2.9Mb, 96 by Agilent Technologies	SureSelect RNA 0.5-2.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT301	https://fair-genomes.org/KIT301
SureSelect RNA 0.5-2.9Mb, 96, RO by Agilent Technologies	SureSelect RNA 0.5-2.9Mb, 96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT302	https://fair-genomes.org/KIT302
SureSelect RNA 0.5-2.9Mb,16 by Agilent Technologies	SureSelect RNA 0.5-2.9Mb,16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT303	https://fair-genomes.org/KIT303
SureSelect RNA 0.5-2.9Mb,16,RO by Agilent Technologies	SureSelect RNA 0.5-2.9Mb,16,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT304	https://fair-genomes.org/KIT304
SureSelect RNA 0.5-2.9Mb,480,RO by Agilent Technologies	SureSelect RNA 0.5-2.9Mb,480,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT305	https://fair-genomes.org/KIT305
SureSelect RNA 1Kb-499kb, 16 by Agilent Technologies	SureSelect RNA 1Kb-499kb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT306	https://fair-genomes.org/KIT306
SureSelect RNA 1Kb-499kb, 480 by Agilent Technologies	SureSelect RNA 1Kb-499kb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT307	https://fair-genomes.org/KIT307
SureSelect RNA 1Kb-499kb, 96 by Agilent Technologies	SureSelect RNA 1Kb-499kb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT308	https://fair-genomes.org/KIT308
SureSelect RNA 1Kb-499kb,16,RO by Agilent Technologies	SureSelect RNA 1Kb-499kb,16,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT309	https://fair-genomes.org/KIT309
SureSelect RNA 1Kb-499kb,480,RO by Agilent Technologies	SureSelect RNA 1Kb-499kb,480,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT310	https://fair-genomes.org/KIT310
SureSelect RNA 1Kb-499kb,96, RO by Agilent Technologies	SureSelect RNA 1Kb-499kb,96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT311	https://fair-genomes.org/KIT311
SureSelect RNA 3-5.9Mb, 16 by Agilent Technologies	SureSelect RNA 3-5.9Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT312	https://fair-genomes.org/KIT312
SureSelect RNA 3-5.9Mb, 16, RO by Agilent Technologies	SureSelect RNA 3-5.9Mb, 16, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT313	https://fair-genomes.org/KIT313
SureSelect RNA 3-5.9Mb, 480 by Agilent Technologies	SureSelect RNA 3-5.9Mb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT314	https://fair-genomes.org/KIT314
SureSelect RNA 3-5.9Mb, 480, RO by Agilent Technologies	SureSelect RNA 3-5.9Mb, 480, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT315	https://fair-genomes.org/KIT315
SureSelect RNA 3-5.9Mb, 96 by Agilent Technologies	SureSelect RNA 3-5.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT316	https://fair-genomes.org/KIT316
SureSelect RNA 3-5.9Mb, 96, RO by Agilent Technologies	SureSelect RNA 3-5.9Mb, 96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT317	https://fair-genomes.org/KIT317
SureSelect SS RNA Library Prep, ILM, 16 by Agilent Technologies	SureSelect SS RNA Library Prep, ILM, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT318	https://fair-genomes.org/KIT318
SureSelect SS RNA Library Prep, ILM, 96 by Agilent Technologies	SureSelect SS RNA Library Prep, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT319	https://fair-genomes.org/KIT319
SureSelect TE Reagent Kit, PTN, 16 by Agilent Technologies	SureSelect TE Reagent Kit, PTN, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT320	https://fair-genomes.org/KIT320
SureSelect TE Reagent Kit, PTN, 96 by Agilent Technologies	SureSelect TE Reagent Kit, PTN, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT321	https://fair-genomes.org/KIT321
SureSelect XT Human All Exon V4+UTRs, 48 by Agilent Technologies	SureSelect XT Human All Exon V4+UTRs, 48 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT322	https://fair-genomes.org/KIT322
SSel XT Low Inp 1-96+1-499 kb,96rxnAU by Agilent Technologies	SSel XT Low Inp 1-96+1-499 kb,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT323	https://fair-genomes.org/KIT323
SSel XT Low Inp 1-96+12-24 Mb,96rxnAU by Agilent Technologies	SSel XT Low Inp 1-96+12-24 Mb,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT324	https://fair-genomes.org/KIT324
SSel XT Low Inp 1-96+3-5.9 Mb,96rxnAU by Agilent Technologies	SSel XT Low Inp 1-96+3-5.9 Mb,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT325	https://fair-genomes.org/KIT325
SSel XT Low Inp 1-96+6-11.9 Mb,96rxnAU by Agilent Technologies	SSel XT Low Inp 1-96+6-11.9 Mb,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT326	https://fair-genomes.org/KIT326
SSel XT Low Inp 1-96+CCP,96rxnAU by Agilent Technologies	SSel XT Low Inp 1-96+CCP,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT327	https://fair-genomes.org/KIT327
SSel XT Low Inp 1-96+CREv2+,96rxnAU by Agilent Technologies	SSel XT Low Inp 1-96+CREv2+,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT328	https://fair-genomes.org/KIT328
SSel XT Low Inp 1-96+CREv2,96rxnAU by Agilent Technologies	SSel XT Low Inp 1-96+CREv2,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT329	https://fair-genomes.org/KIT329
SSel XT Low Inp 1-96+V6+,96rxnAU by Agilent Technologies	SSel XT Low Inp 1-96+V6+,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT330	https://fair-genomes.org/KIT330
SSel XT Low Inp 1-96+V6,96rxnAU by Agilent Technologies	SSel XT Low Inp 1-96+V6,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT331	https://fair-genomes.org/KIT331
SSel XT Low Inp 97-192+0.5-2.9Mb,96rxnAU by Agilent Technologies	SSel XT Low Inp 97-192+0.5-2.9Mb,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT332	https://fair-genomes.org/KIT332
SSel XT Low Inp 97-192+1-499 kb,96rxnAU by Agilent Technologies	SSel XT Low Inp 97-192+1-499 kb,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT333	https://fair-genomes.org/KIT333
SSel XT Low Inp 97-192+12-24 Mb,96rxnAU by Agilent Technologies	SSel XT Low Inp 97-192+12-24 Mb,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT334	https://fair-genomes.org/KIT334
SSel XT Low Inp 97-192+3-5.9 Mb,96rxnAU by Agilent Technologies	SSel XT Low Inp 97-192+3-5.9 Mb,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT335	https://fair-genomes.org/KIT335
SSel XT Low Inp 97-192+6-11.9 Mb,96rxnAU by Agilent Technologies	SSel XT Low Inp 97-192+6-11.9 Mb,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT336	https://fair-genomes.org/KIT336
SSel XT Low Inp 97-192+CCP,96rxnAU by Agilent Technologies	SSel XT Low Inp 97-192+CCP,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT337	https://fair-genomes.org/KIT337
SSel XT Low Inp 97-192+CREv2+,96rxnAU by Agilent Technologies	SSel XT Low Inp 97-192+CREv2+,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT338	https://fair-genomes.org/KIT338
SSel XT Low Inp 97-192+CREv2,96rxnAU by Agilent Technologies	SSel XT Low Inp 97-192+CREv2,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT339	https://fair-genomes.org/KIT339
SSel XT Low Inp 97-192+V6+,96rxnAU by Agilent Technologies	SSel XT Low Inp 97-192+V6+,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT340	https://fair-genomes.org/KIT340
SSel XT Low Inp 97-192+V6,96rxnAU by Agilent Technologies	SSel XT Low Inp 97-192+V6,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT341	https://fair-genomes.org/KIT341
SSel XT Low Input 1-6+CREv2,96rxn by Agilent Technologies	SSel XT Low Input 1-6+CREv2,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT342	https://fair-genomes.org/KIT342
SSel XT Low Input 1-96+0.5-2.9 Mb,96rxn by Agilent Technologies	SSel XT Low Input 1-96+0.5-2.9 Mb,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT343	https://fair-genomes.org/KIT343
SSel XT Low Input 1-96+1-499 kb,96rxn by Agilent Technologies	SSel XT Low Input 1-96+1-499 kb,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT344	https://fair-genomes.org/KIT344
SSel XT Low Input 1-96+12-24 Mb,96rxn by Agilent Technologies	SSel XT Low Input 1-96+12-24 Mb,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT345	https://fair-genomes.org/KIT345
SSel XT Low Input 1-96+3-5.9 Mb,96rxn by Agilent Technologies	SSel XT Low Input 1-96+3-5.9 Mb,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT346	https://fair-genomes.org/KIT346
SSel XT Low Input 1-96+6-11.9 Mb,96rxn by Agilent Technologies	SSel XT Low Input 1-96+6-11.9 Mb,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT347	https://fair-genomes.org/KIT347
SSel XT Low Input 1-96+CCP,96rxn by Agilent Technologies	SSel XT Low Input 1-96+CCP,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT348	https://fair-genomes.org/KIT348
SSel XT Low Input 1-96+CREv2+,96rxn by Agilent Technologies	SSel XT Low Input 1-96+CREv2+,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT349	https://fair-genomes.org/KIT349
SSel XT Low Input 1-96+V6+,96rxn by Agilent Technologies	SSel XT Low Input 1-96+V6+,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT350	https://fair-genomes.org/KIT350
SSel XT Low Input 1-96+V6,96rxn by Agilent Technologies	SSel XT Low Input 1-96+V6,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT351	https://fair-genomes.org/KIT351
SSel XT Low Input 97-192+0.5-2.9Mb,96rxn by Agilent Technologies	SSel XT Low Input 97-192+0.5-2.9Mb,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT352	https://fair-genomes.org/KIT352
SSel XT HS 1-16 + 1-499 kb, 16rxn by Agilent Technologies	SSel XT HS 1-16 + 1-499 kb, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT353	https://fair-genomes.org/KIT353
SSel XT HS 1-16 + 12-24 Mb, 16rxn by Agilent Technologies	SSel XT HS 1-16 + 12-24 Mb, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT354	https://fair-genomes.org/KIT354
SSel XT HS 1-16 + 3-5.9 Mb, 16rxn by Agilent Technologies	SSel XT HS 1-16 + 3-5.9 Mb, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT355	https://fair-genomes.org/KIT355
SSel XT HS 1-16 + 6-11.9 Mb, 16rxn by Agilent Technologies	SSel XT HS 1-16 + 6-11.9 Mb, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT356	https://fair-genomes.org/KIT356
SSel XT HS 1-16 + CCP, 16rxn by Agilent Technologies	SSel XT HS 1-16 + CCP, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT357	https://fair-genomes.org/KIT357
SSel XT HS 1-16 + CREv2+, 16rxn by Agilent Technologies	SSel XT HS 1-16 + CREv2+, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT358	https://fair-genomes.org/KIT358
SSel XT HS 1-16 + CREv2, 16rxn by Agilent Technologies	SSel XT HS 1-16 + CREv2, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT359	https://fair-genomes.org/KIT359
SSel XT HS 1-16 + V6+, 16rxn by Agilent Technologies	SSel XT HS 1-16 + V6+, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT360	https://fair-genomes.org/KIT360
SSel XT HS 1-16 + V6, 16rxn by Agilent Technologies	SSel XT HS 1-16 + V6, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT361	https://fair-genomes.org/KIT361
SSel XT HS 17-32 + 0.5-2.9 Mb, 16rxn by Agilent Technologies	SSel XT HS 17-32 + 0.5-2.9 Mb, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT362	https://fair-genomes.org/KIT362
SSel XT HS 17-32 + 1-499 kb, 16rxn by Agilent Technologies	SSel XT HS 17-32 + 1-499 kb, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT363	https://fair-genomes.org/KIT363
SSel XT HS 17-32 + 12-24 Mb, 16rxn by Agilent Technologies	SSel XT HS 17-32 + 12-24 Mb, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT364	https://fair-genomes.org/KIT364
SSel XT HS 17-32 + 3-5.9 Mb, 16rxn by Agilent Technologies	SSel XT HS 17-32 + 3-5.9 Mb, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT365	https://fair-genomes.org/KIT365
SSel XT HS 17-32 + 6-11.9 Mb, 16rxn by Agilent Technologies	SSel XT HS 17-32 + 6-11.9 Mb, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT366	https://fair-genomes.org/KIT366
SSel XT HS 17-32 + CCP, 16rxn by Agilent Technologies	SSel XT HS 17-32 + CCP, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT367	https://fair-genomes.org/KIT367
SSel XT HS 17-32 + CREv2+, 16rxn by Agilent Technologies	SSel XT HS 17-32 + CREv2+, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT368	https://fair-genomes.org/KIT368
