value	description	codesystem	code	iri
F43.0	Acute stress reaction	ICD-10	urn:miriam:icd:F43.0	http://identifiers.org/icd/F43.0
F43.2	Adjustment disorders	ICD-10	urn:miriam:icd:F43.2	http://identifiers.org/icd/F43.2
F43.1	Post-traumatic stress disorder	ICD-10	urn:miriam:icd:F43.1	http://identifiers.org/icd/F43.1
F43.8	Other reactions to severe stress	ICD-10	urn:miriam:icd:F43.8	http://identifiers.org/icd/F43.8
F43.9	Reaction to severe stress, unspecified	ICD-10	urn:miriam:icd:F43.9	http://identifiers.org/icd/F43.9
F78.9	Other mental retardation - Other mental retardation: Without mention of impairment of behaviour	ICD-10	urn:miriam:icd:F78.9	http://identifiers.org/icd/F78.9
E34.1	Other hypersecretion of intestinal hormones	ICD-10	urn:miriam:icd:E34.1	http://identifiers.org/icd/E34.1
E34.0	Other endocrine disorders - Carcinoid syndrome	ICD-10	urn:miriam:icd:E34.0	http://identifiers.org/icd/E34.0
E34.5	Other endocrine disorders - Androgen resistance syndrome	ICD-10	urn:miriam:icd:E34.5	http://identifiers.org/icd/E34.5
E34.4	Other endocrine disorders - Constitutional tall stature	ICD-10	urn:miriam:icd:E34.4	http://identifiers.org/icd/E34.4
E34.3	Other endocrine disorders - Short stature, not elsewhere classified	ICD-10	urn:miriam:icd:E34.3	http://identifiers.org/icd/E34.3
E34.2	Other endocrine disorders - Ectopic hormone secretion, not elsewhere classified	ICD-10	urn:miriam:icd:E34.2	http://identifiers.org/icd/E34.2
E34.9	Endocrine disorder, unspecified	ICD-10	urn:miriam:icd:E34.9	http://identifiers.org/icd/E34.9
E34.8	Other specified endocrine disorders	ICD-10	urn:miriam:icd:E34.8	http://identifiers.org/icd/E34.8
F32.0	Mild depressive episode	ICD-10	urn:miriam:icd:F32.0	http://identifiers.org/icd/F32.0
F78.0	Other mental retardation - Other mental retardation: With the statement of no, or minimal, impairment of behaviour	ICD-10	urn:miriam:icd:F78.0	http://identifiers.org/icd/F78.0
F32.2	Severe depressive episode without psychotic symptoms	ICD-10	urn:miriam:icd:F32.2	http://identifiers.org/icd/F32.2
F32.1	Moderate depressive episode	ICD-10	urn:miriam:icd:F32.1	http://identifiers.org/icd/F32.1
F32.3	Severe depressive episode with psychotic symptoms	ICD-10	urn:miriam:icd:F32.3	http://identifiers.org/icd/F32.3
F78.1	Other mental retardation - Other mental retardation: Significant impairment of behaviour requiring attention or treatment	ICD-10	urn:miriam:icd:F78.1	http://identifiers.org/icd/F78.1
F32.8	Other depressive episodes	ICD-10	urn:miriam:icd:F32.8	http://identifiers.org/icd/F32.8
F78.8	Other mental retardation - Other mental retardation: Other impairments of behaviour	ICD-10	urn:miriam:icd:F78.8	http://identifiers.org/icd/F78.8
F32.9	Depressive episode, unspecified	ICD-10	urn:miriam:icd:F32.9	http://identifiers.org/icd/F32.9
E23.0	Hypofunction and other disorders of pituitary gland - Hypopituitarism	ICD-10	urn:miriam:icd:E23.0	http://identifiers.org/icd/E23.0
E23.1	Hypofunction and other disorders of pituitary gland - Drug-induced hypopituitarism	ICD-10	urn:miriam:icd:E23.1	http://identifiers.org/icd/E23.1
E23.2	Hypofunction and other disorders of pituitary gland - Diabetes insipidus	ICD-10	urn:miriam:icd:E23.2	http://identifiers.org/icd/E23.2
E23.3	Hypofunction and other disorders of pituitary gland - Hypothalamic dysfunction, not elsewhere classified	ICD-10	urn:miriam:icd:E23.3	http://identifiers.org/icd/E23.3
E23.6	Other disorders of pituitary gland	ICD-10	urn:miriam:icd:E23.6	http://identifiers.org/icd/E23.6
E23.7	Disorder of pituitary gland, unspecified	ICD-10	urn:miriam:icd:E23.7	http://identifiers.org/icd/E23.7
F84	Pervasive developmental disorders	ICD-10	urn:miriam:icd:F84	http://identifiers.org/icd/F84
E12.0	Malnutrition-related diabetes mellitus - Malnutrition-related diabetes mellitus: With coma	ICD-10	urn:miriam:icd:E12.0	http://identifiers.org/icd/E12
F88	Other disorders of psychological development	ICD-10	urn:miriam:icd:F88	http://identifiers.org/icd/F88
E12.1	Malnutrition-related diabetes mellitus - Malnutrition-related diabetes mellitus: With ketoacidosis	ICD-10	urn:miriam:icd:E12.1	http://identifiers.org/icd/E12
F89	Unspecified disorder of psychological development	ICD-10	urn:miriam:icd:F89	http://identifiers.org/icd/F89
E12.4	Malnutrition-related diabetes mellitus - Malnutrition-related diabetes mellitus: With neurological complications	ICD-10	urn:miriam:icd:E12.4	http://identifiers.org/icd/E12
E12.5	Malnutrition-related diabetes mellitus - Malnutrition-related diabetes mellitus: With peripheral circulatory complications	ICD-10	urn:miriam:icd:E12.5	http://identifiers.org/icd/E12
E12.2	Malnutrition-related diabetes mellitus - Malnutrition-related diabetes mellitus: With renal complications	ICD-10	urn:miriam:icd:E12.2	http://identifiers.org/icd/E12
E12.3	Malnutrition-related diabetes mellitus - Malnutrition-related diabetes mellitus: With ophthalmic complications	ICD-10	urn:miriam:icd:E12.3	http://identifiers.org/icd/E12
E12.8	Malnutrition-related diabetes mellitus - Malnutrition-related diabetes mellitus: With unspecified complications	ICD-10	urn:miriam:icd:E12.8	http://identifiers.org/icd/E12
E12.9	Malnutrition-related diabetes mellitus - Malnutrition-related diabetes mellitus: Without complications	ICD-10	urn:miriam:icd:E12.9	http://identifiers.org/icd/E12
E12.6	Malnutrition-related diabetes mellitus - Malnutrition-related diabetes mellitus: With other specified complications	ICD-10	urn:miriam:icd:E12.6	http://identifiers.org/icd/E12
E12.7	Malnutrition-related diabetes mellitus - Malnutrition-related diabetes mellitus: With multiple complications	ICD-10	urn:miriam:icd:E12.7	http://identifiers.org/icd/E12
F10.0	Mental and behavioural disorders due to use of alcohol - Mental and behavioural disorders due to use of alcohol: Acute intoxication	ICD-10	urn:miriam:icd:F10.0	http://identifiers.org/icd/F10.0
F10.1	Mental and behavioural disorders due to use of alcohol - Mental and behavioural disorders due to use of alcohol: Harmful use	ICD-10	urn:miriam:icd:F10.1	http://identifiers.org/icd/F10.1
F10.2	Mental and behavioural disorders due to use of alcohol - Mental and behavioural disorders due to use of alcohol: Dependence syndrome	ICD-10	urn:miriam:icd:F10.2	http://identifiers.org/icd/F10.2
F10.3	Mental and behavioural disorders due to use of alcohol - Mental and behavioural disorders due to use of alcohol: Withdrawal state	ICD-10	urn:miriam:icd:F10.3	http://identifiers.org/icd/F10.3
F10.4	Mental and behavioural disorders due to use of alcohol - Mental and behavioural disorders due to use of alcohol: Withdrawal state with delirium	ICD-10	urn:miriam:icd:F10.4	http://identifiers.org/icd/F10.4
F10.5	Mental and behavioural disorders due to use of alcohol - Mental and behavioural disorders due to use of alcohol: Psychotic disorder	ICD-10	urn:miriam:icd:F10.5	http://identifiers.org/icd/F10.5
F10.6	Mental and behavioural disorders due to use of alcohol - Mental and behavioural disorders due to use of alcohol: Amnesic syndrome	ICD-10	urn:miriam:icd:F10.6	http://identifiers.org/icd/F10.6
F90	Hyperkinetic disorders	ICD-10	urn:miriam:icd:F90	http://identifiers.org/icd/F90
F10.7	Mental and behavioural disorders due to use of alcohol - Mental and behavioural disorders due to use of alcohol: Residual and late-onset psychotic disorder	ICD-10	urn:miriam:icd:F10.7	http://identifiers.org/icd/F10.7
F91	Conduct disorders	ICD-10	urn:miriam:icd:F91	http://identifiers.org/icd/F91
F10.8	Mental and behavioural disorders due to use of alcohol - Mental and behavioural disorders due to use of alcohol: Other mental and behavioural disorders	ICD-10	urn:miriam:icd:F10.8	http://identifiers.org/icd/F10.8
F92	Mixed disorders of conduct and emotions	ICD-10	urn:miriam:icd:F92	http://identifiers.org/icd/F92
F10.9	Mental and behavioural disorders due to use of alcohol - Mental and behavioural disorders due to use of alcohol: Unspecified mental and behavioural disorder	ICD-10	urn:miriam:icd:F10.9	http://identifiers.org/icd/F10.9
F93	Emotional disorders with onset specific to childhood	ICD-10	urn:miriam:icd:F93	http://identifiers.org/icd/F93
F94	Disorders of social functioning with onset specific to childhood and adolescence	ICD-10	urn:miriam:icd:F94	http://identifiers.org/icd/F94
F95	Tic disorders	ICD-10	urn:miriam:icd:F95	http://identifiers.org/icd/F95
F45.9	Somatoform disorder, unspecified	ICD-10	urn:miriam:icd:F45.9	http://identifiers.org/icd/F45.9
F98	Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence	ICD-10	urn:miriam:icd:F98	http://identifiers.org/icd/F98
F99	Mental disorder, not otherwise specified	ICD-10	urn:miriam:icd:F99	http://identifiers.org/icd/F99
E01.1	Iodine-deficiency-related thyroid disorders and allied conditions - Iodine-deficiency-related multinodular (endemic) goitre	ICD-10	urn:miriam:icd:E01.1	http://identifiers.org/icd/E01.1
E01.0	Iodine-deficiency-related thyroid disorders and allied conditions - Iodine-deficiency-related diffuse (endemic) goitre	ICD-10	urn:miriam:icd:E01.0	http://identifiers.org/icd/E01.0
E01.2	Iodine-deficiency-related thyroid disorders and allied conditions - Iodine-deficiency-related (endemic) goitre, unspecified	ICD-10	urn:miriam:icd:E01.2	http://identifiers.org/icd/E01.2
E01.8	Other iodine-deficiency-related thyroid disorders and allied conditions	ICD-10	urn:miriam:icd:E01.8	http://identifiers.org/icd/E01.8
F45.0	Somatoform disorders - Somatization disorder	ICD-10	urn:miriam:icd:F45.0	http://identifiers.org/icd/F45.0
F45.2	Somatoform disorders - Hypochondriacal disorder	ICD-10	urn:miriam:icd:F45.2	http://identifiers.org/icd/F45.2
F45.1	Undifferentiated somatoform disorder	ICD-10	urn:miriam:icd:F45.1	http://identifiers.org/icd/F45.1
F45.4	Persistent somatoform pain disorder	ICD-10	urn:miriam:icd:F45.4	http://identifiers.org/icd/F45.4
F45.3	Somatoform autonomic dysfunction	ICD-10	urn:miriam:icd:F45.3	http://identifiers.org/icd/F45.3
F45.8	Other somatoform disorders	ICD-10	urn:miriam:icd:F45.8	http://identifiers.org/icd/F45.8
F62	Enduring personality changes, not attributable to brain damage and disease	ICD-10	urn:miriam:icd:F62	http://identifiers.org/icd/F62
F34.9	Persistent mood [affective] disorder, unspecified	ICD-10	urn:miriam:icd:F34.9	http://identifiers.org/icd/F34.9
F63	Habit and impulse disorders	ICD-10	urn:miriam:icd:F63	http://identifiers.org/icd/F63
F64	Gender identity disorders	ICD-10	urn:miriam:icd:F64	http://identifiers.org/icd/F64
F65	Disorders of sexual preference	ICD-10	urn:miriam:icd:F65	http://identifiers.org/icd/F65
F66	Psychological and behavioural disorders associated with sexual development and orientation	ICD-10	urn:miriam:icd:F66	http://identifiers.org/icd/F66
F68	Other disorders of adult personality and behaviour	ICD-10	urn:miriam:icd:F68	http://identifiers.org/icd/F68
F69	Unspecified disorder of adult personality and behaviour	ICD-10	urn:miriam:icd:F69	http://identifiers.org/icd/F69
F34.0	Persistent mood [affective] disorders - Cyclothymia	ICD-10	urn:miriam:icd:F34.0	http://identifiers.org/icd/F34.0
F34.1	Persistent mood [affective] disorders - Dysthymia	ICD-10	urn:miriam:icd:F34.1	http://identifiers.org/icd/F34.1
F70	Mild mental retardation	ICD-10	urn:miriam:icd:F70	http://identifiers.org/icd/F70
F34.8	Other persistent mood [affective] disorders	ICD-10	urn:miriam:icd:F34.8	http://identifiers.org/icd/F34.8
F71	Moderate mental retardation	ICD-10	urn:miriam:icd:F71	http://identifiers.org/icd/F71
F72	Severe mental retardation	ICD-10	urn:miriam:icd:F72	http://identifiers.org/icd/F72
F23.9	Acute and transient psychotic disorder, unspecified	ICD-10	urn:miriam:icd:F23.9	http://identifiers.org/icd/F23.9
F73	Profound mental retardation	ICD-10	urn:miriam:icd:F73	http://identifiers.org/icd/F73
F78	Other mental retardation	ICD-10	urn:miriam:icd:F78	http://identifiers.org/icd/F78
F79	Unspecified mental retardation	ICD-10	urn:miriam:icd:F79	http://identifiers.org/icd/F79
E25.0	Congenital adrenogenital disorders associated with enzyme deficiency	ICD-10	urn:miriam:icd:E25.0	http://identifiers.org/icd/E25.0
G21.8	Other secondary parkinsonism	ICD-10	urn:miriam:icd:G21.8	http://identifiers.org/icd/G21.8
G21.9	Secondary parkinsonism, unspecified	ICD-10	urn:miriam:icd:G21.9	http://identifiers.org/icd/G21.9
E25.8	Other adrenogenital disorders	ICD-10	urn:miriam:icd:E25.8	http://identifiers.org/icd/E25.8
E25.9	Adrenogenital disorder, unspecified	ICD-10	urn:miriam:icd:E25.9	http://identifiers.org/icd/E25.9
G21.4	Vascular parkinsonism	ICD-10	urn:miriam:icd:G21.4	http://identifiers.org/icd/G21.4
G21.2	Secondary parkinsonism due to other external agents	ICD-10	urn:miriam:icd:G21.2	http://identifiers.org/icd/G21.2
F23.0	Acute polymorphic psychotic disorder without symptoms of schizophrenia	ICD-10	urn:miriam:icd:F23.0	http://identifiers.org/icd/F23.0
G21.3	Postencephalitic parkinsonism	ICD-10	urn:miriam:icd:G21.3	http://identifiers.org/icd/G21.3
F23.1	Acute polymorphic psychotic disorder with symptoms of schizophrenia	ICD-10	urn:miriam:icd:F23.1	http://identifiers.org/icd/F23.1
G21.0	Secondary parkinsonism - Malignant neuroleptic syndrome	ICD-10	urn:miriam:icd:G21.0	http://identifiers.org/icd/G21.0
F23.2	Acute schizophrenia-like psychotic disorder	ICD-10	urn:miriam:icd:F23.2	http://identifiers.org/icd/F23.2
G21.1	Other drug-induced secondary parkinsonism	ICD-10	urn:miriam:icd:G21.1	http://identifiers.org/icd/G21.1
F23.3	Other acute predominantly delusional psychotic disorders	ICD-10	urn:miriam:icd:F23.3	http://identifiers.org/icd/F23.3
F80	Specific developmental disorders of speech and language	ICD-10	urn:miriam:icd:F80	http://identifiers.org/icd/F80
F81	Specific developmental disorders of scholastic skills	ICD-10	urn:miriam:icd:F81	http://identifiers.org/icd/F81
F82	Specific developmental disorder of motor function	ICD-10	urn:miriam:icd:F82	http://identifiers.org/icd/F82
F23.8	Other acute and transient psychotic disorders	ICD-10	urn:miriam:icd:F23.8	http://identifiers.org/icd/F23.8
F83	Mixed specific developmental disorders	ICD-10	urn:miriam:icd:F83	http://identifiers.org/icd/F83
F12.9	Mental and behavioural disorders due to use of cannabinoids - Mental and behavioural disorders due to use of cannabinoids: Unspecified mental and behavioural disorder	ICD-10	urn:miriam:icd:F12.9	http://identifiers.org/icd/F12.9
F40	Phobic anxiety disorders	ICD-10	urn:miriam:icd:F40	http://identifiers.org/icd/F40
F41	Other anxiety disorders	ICD-10	urn:miriam:icd:F41	http://identifiers.org/icd/F41
F42	Obsessive-compulsive disorder	ICD-10	urn:miriam:icd:F42	http://identifiers.org/icd/F42
F43	Reaction to severe stress, and adjustment disorders	ICD-10	urn:miriam:icd:F43	http://identifiers.org/icd/F43
F44	Dissociative [conversion] disorders	ICD-10	urn:miriam:icd:F44	http://identifiers.org/icd/F44
F45	Somatoform disorders	ICD-10	urn:miriam:icd:F45	http://identifiers.org/icd/F45
E14.2	Unspecified diabetes mellitus - Unspecified diabetes mellitus: With renal complications	ICD-10	urn:miriam:icd:E14.2	http://identifiers.org/icd/E14
F48	Other neurotic disorders	ICD-10	urn:miriam:icd:F48	http://identifiers.org/icd/F48
E14.3	Unspecified diabetes mellitus - Unspecified diabetes mellitus: With ophthalmic complications	ICD-10	urn:miriam:icd:E14.3	http://identifiers.org/icd/E14
E14.0	Unspecified diabetes mellitus - Unspecified diabetes mellitus: With coma	ICD-10	urn:miriam:icd:E14.0	http://identifiers.org/icd/E14
E14.1	Unspecified diabetes mellitus - Unspecified diabetes mellitus: With ketoacidosis	ICD-10	urn:miriam:icd:E14.1	http://identifiers.org/icd/E14
E14.6	Unspecified diabetes mellitus - Unspecified diabetes mellitus: With other specified complications	ICD-10	urn:miriam:icd:E14.6	http://identifiers.org/icd/E14
E14.7	Unspecified diabetes mellitus - Unspecified diabetes mellitus: With multiple complications	ICD-10	urn:miriam:icd:E14.7	http://identifiers.org/icd/E14
E14.4	Unspecified diabetes mellitus - Unspecified diabetes mellitus: With neurological complications	ICD-10	urn:miriam:icd:E14.4	http://identifiers.org/icd/E14
E14.5	Unspecified diabetes mellitus - Unspecified diabetes mellitus: With peripheral circulatory complications	ICD-10	urn:miriam:icd:E14.5	http://identifiers.org/icd/E14
E14.8	Unspecified diabetes mellitus - Unspecified diabetes mellitus: With unspecified complications	ICD-10	urn:miriam:icd:E14.8	http://identifiers.org/icd/E14
E14.9	Unspecified diabetes mellitus - Unspecified diabetes mellitus: Without complications	ICD-10	urn:miriam:icd:E14.9	http://identifiers.org/icd/E14
F12.0	Mental and behavioural disorders due to use of cannabinoids - Mental and behavioural disorders due to use of cannabinoids: Acute intoxication	ICD-10	urn:miriam:icd:F12.0	http://identifiers.org/icd/F12.0
F12.1	Mental and behavioural disorders due to use of cannabinoids - Mental and behavioural disorders due to use of cannabinoids: Harmful use	ICD-10	urn:miriam:icd:F12.1	http://identifiers.org/icd/F12.1
F12.2	Mental and behavioural disorders due to use of cannabinoids - Mental and behavioural disorders due to use of cannabinoids: Dependence syndrome	ICD-10	urn:miriam:icd:F12.2	http://identifiers.org/icd/F12.2
F12.3	Mental and behavioural disorders due to use of cannabinoids - Mental and behavioural disorders due to use of cannabinoids: Withdrawal state	ICD-10	urn:miriam:icd:F12.3	http://identifiers.org/icd/F12.3
F12.4	Mental and behavioural disorders due to use of cannabinoids - Mental and behavioural disorders due to use of cannabinoids: Withdrawal state with delirium	ICD-10	urn:miriam:icd:F12.4	http://identifiers.org/icd/F12.4
F12.5	Mental and behavioural disorders due to use of cannabinoids - Mental and behavioural disorders due to use of cannabinoids: Psychotic disorder	ICD-10	urn:miriam:icd:F12.5	http://identifiers.org/icd/F12.5
F12.6	Mental and behavioural disorders due to use of cannabinoids - Mental and behavioural disorders due to use of cannabinoids: Amnesic syndrome	ICD-10	urn:miriam:icd:F12.6	http://identifiers.org/icd/F12.6
F12.7	Mental and behavioural disorders due to use of cannabinoids - Mental and behavioural disorders due to use of cannabinoids: Residual and late-onset psychotic disorder	ICD-10	urn:miriam:icd:F12.7	http://identifiers.org/icd/F12.7
F12.8	Mental and behavioural disorders due to use of cannabinoids - Mental and behavioural disorders due to use of cannabinoids: Other mental and behavioural disorders	ICD-10	urn:miriam:icd:F12.8	http://identifiers.org/icd/F12.8
F50	Eating disorders	ICD-10	urn:miriam:icd:F50	http://identifiers.org/icd/F50
F01.8	Other vascular dementia	ICD-10	urn:miriam:icd:F01.8	http://identifiers.org/icd/F01.8
F51	Nonorganic sleep disorders	ICD-10	urn:miriam:icd:F51	http://identifiers.org/icd/F51
F52	Sexual dysfunction, not caused by organic disorder or disease	ICD-10	urn:miriam:icd:F52	http://identifiers.org/icd/F52
F53	Mental and behavioural disorders associated with the puerperium, not elsewhere classified	ICD-10	urn:miriam:icd:F53	http://identifiers.org/icd/F53
F54	Psychological and behavioural factors associated with disorders or diseases classified elsewhere	ICD-10	urn:miriam:icd:F54	http://identifiers.org/icd/F54
F55	Abuse of non-dependence-producing substances	ICD-10	urn:miriam:icd:F55	http://identifiers.org/icd/F55
F01.3	Mixed cortical and subcortical vascular dementia	ICD-10	urn:miriam:icd:F01.3	http://identifiers.org/icd/F01.3
F01.2	Subcortical vascular dementia	ICD-10	urn:miriam:icd:F01.2	http://identifiers.org/icd/F01.2
F01.1	Multi-infarct dementia	ICD-10	urn:miriam:icd:F01.1	http://identifiers.org/icd/F01.1
E03.1	Congenital hypothyroidism without goitre	ICD-10	urn:miriam:icd:E03.1	http://identifiers.org/icd/E03.1
F01.0	Vascular dementia of acute onset	ICD-10	urn:miriam:icd:F01.0	http://identifiers.org/icd/F01.0
F59	Unspecified behavioural syndromes associated with physiological disturbances and physical factors	ICD-10	urn:miriam:icd:F59	http://identifiers.org/icd/F59
E03.0	Congenital hypothyroidism with diffuse goitre	ICD-10	urn:miriam:icd:E03.0	http://identifiers.org/icd/E03.0
E03.3	Postinfectious hypothyroidism	ICD-10	urn:miriam:icd:E03.3	http://identifiers.org/icd/E03.3
E03.2	Hypothyroidism due to medicaments and other exogenous substances	ICD-10	urn:miriam:icd:E03.2	http://identifiers.org/icd/E03.2
E03.5	Other hypothyroidism - Myxoedema coma	ICD-10	urn:miriam:icd:E03.5	http://identifiers.org/icd/E03.5
E03.4	Other hypothyroidism - Atrophy of thyroid (acquired)	ICD-10	urn:miriam:icd:E03.4	http://identifiers.org/icd/E03.4
E03.9	Hypothyroidism, unspecified	ICD-10	urn:miriam:icd:E03.9	http://identifiers.org/icd/E03.9
E03.8	Other specified hypothyroidism	ICD-10	urn:miriam:icd:E03.8	http://identifiers.org/icd/E03.8
F60	Specific personality disorders	ICD-10	urn:miriam:icd:F60	http://identifiers.org/icd/F60
F01.9	Vascular dementia, unspecified	ICD-10	urn:miriam:icd:F01.9	http://identifiers.org/icd/F01.9
F61	Mixed and other personality disorders	ICD-10	urn:miriam:icd:F61	http://identifiers.org/icd/F61
F20	Schizophrenia	ICD-10	urn:miriam:icd:F20	http://identifiers.org/icd/F20
F21	Schizotypal disorder	ICD-10	urn:miriam:icd:F21	http://identifiers.org/icd/F21
F22	Persistent delusional disorders	ICD-10	urn:miriam:icd:F22	http://identifiers.org/icd/F22
F23	Acute and transient psychotic disorders	ICD-10	urn:miriam:icd:F23	http://identifiers.org/icd/F23
F24	Induced delusional disorder	ICD-10	urn:miriam:icd:F24	http://identifiers.org/icd/F24
F25	Schizoaffective disorders	ICD-10	urn:miriam:icd:F25	http://identifiers.org/icd/F25
F28	Other nonorganic psychotic disorders	ICD-10	urn:miriam:icd:F28	http://identifiers.org/icd/F28
F29	Unspecified nonorganic psychosis	ICD-10	urn:miriam:icd:F29	http://identifiers.org/icd/F29
E80.7	Disorder of bilirubin metabolism, unspecified	ICD-10	urn:miriam:icd:E80.7	http://identifiers.org/icd/E80.7
F25.8	Other schizoaffective disorders	ICD-10	urn:miriam:icd:F25.8	http://identifiers.org/icd/F25.8
F30	Manic episode	ICD-10	urn:miriam:icd:F30	http://identifiers.org/icd/F30
F25.9	Schizoaffective disorder, unspecified	ICD-10	urn:miriam:icd:F25.9	http://identifiers.org/icd/F25.9
F31	Bipolar affective disorder	ICD-10	urn:miriam:icd:F31	http://identifiers.org/icd/F31
F32	Depressive episode	ICD-10	urn:miriam:icd:F32	http://identifiers.org/icd/F32
E80.4	Disorders of porphyrin and bilirubin metabolism - Gilbert syndrome	ICD-10	urn:miriam:icd:E80.4	http://identifiers.org/icd/E80.4
F33	Recurrent depressive disorder	ICD-10	urn:miriam:icd:F33	http://identifiers.org/icd/F33
E80.3	Defects of catalase and peroxidase	ICD-10	urn:miriam:icd:E80.3	http://identifiers.org/icd/E80.3
F34	Persistent mood [affective] disorders	ICD-10	urn:miriam:icd:F34	http://identifiers.org/icd/F34
E80.6	Other disorders of bilirubin metabolism	ICD-10	urn:miriam:icd:E80.6	http://identifiers.org/icd/E80.6
E80.5	Disorders of porphyrin and bilirubin metabolism - Crigler-Najjar syndrome	ICD-10	urn:miriam:icd:E80.5	http://identifiers.org/icd/E80.5
E27.0	Other adrenocortical overactivity	ICD-10	urn:miriam:icd:E27.0	http://identifiers.org/icd/E27.0
E27.1	Other disorders of adrenal gland - Primary adrenocortical insufficiency	ICD-10	urn:miriam:icd:E27.1	http://identifiers.org/icd/E27.1
F38	Other mood [affective] disorders	ICD-10	urn:miriam:icd:F38	http://identifiers.org/icd/F38
F39	Unspecified mood [affective] disorder	ICD-10	urn:miriam:icd:F39	http://identifiers.org/icd/F39
E27.4	Other and unspecified adrenocortical insufficiency	ICD-10	urn:miriam:icd:E27.4	http://identifiers.org/icd/E27.4
E27.5	Other disorders of adrenal gland - Adrenomedullary hyperfunction	ICD-10	urn:miriam:icd:E27.5	http://identifiers.org/icd/E27.5
E27.2	Other disorders of adrenal gland - Addisonian crisis	ICD-10	urn:miriam:icd:E27.2	http://identifiers.org/icd/E27.2
G23.8	Other specified degenerative diseases of basal ganglia	ICD-10	urn:miriam:icd:G23.8	http://identifiers.org/icd/G23.8
E27.3	Other disorders of adrenal gland - Drug-induced adrenocortical insufficiency	ICD-10	urn:miriam:icd:E27.3	http://identifiers.org/icd/E27.3
G23.9	Degenerative disease of basal ganglia, unspecified	ICD-10	urn:miriam:icd:G23.9	http://identifiers.org/icd/G23.9
E27.8	Other specified disorders of adrenal gland	ICD-10	urn:miriam:icd:E27.8	http://identifiers.org/icd/E27.8
E27.9	Disorder of adrenal gland, unspecified	ICD-10	urn:miriam:icd:E27.9	http://identifiers.org/icd/E27.9
G23.2	Other degenerative diseases of basal ganglia - Multiple system atrophy, parkinsonian type [MSA-P]	ICD-10	urn:miriam:icd:G23.2	http://identifiers.org/icd/G23.2
G23.3	Other degenerative diseases of basal ganglia - Multiple system atrophy, cerebellar type [MSA-C]	ICD-10	urn:miriam:icd:G23.3	http://identifiers.org/icd/G23.3
G23.0	Other degenerative diseases of basal ganglia - Hallervorden-Spatz disease	ICD-10	urn:miriam:icd:G23.0	http://identifiers.org/icd/G23.0
G23.1	Other degenerative diseases of basal ganglia - Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski]	ICD-10	urn:miriam:icd:G23.1	http://identifiers.org/icd/G23.1
F25.0	Schizoaffective disorder, manic type	ICD-10	urn:miriam:icd:F25.0	http://identifiers.org/icd/F25.0
F25.1	Schizoaffective disorder, depressive type	ICD-10	urn:miriam:icd:F25.1	http://identifiers.org/icd/F25.1
F25.2	Schizoaffective disorder, mixed type	ICD-10	urn:miriam:icd:F25.2	http://identifiers.org/icd/F25.2
F14.7	Mental and behavioural disorders due to use of cocaine - Mental and behavioural disorders due to use of cocaine: Residual and late-onset psychotic disorder	ICD-10	urn:miriam:icd:F14.7	http://identifiers.org/icd/F14.7
F14.8	Mental and behavioural disorders due to use of cocaine - Mental and behavioural disorders due to use of cocaine: Other mental and behavioural disorders	ICD-10	urn:miriam:icd:F14.8	http://identifiers.org/icd/F14.8
F14.9	Mental and behavioural disorders due to use of cocaine - Mental and behavioural disorders due to use of cocaine: Unspecified mental and behavioural disorder	ICD-10	urn:miriam:icd:F14.9	http://identifiers.org/icd/F14.9
F00	Dementia in Alzheimer disease	ICD-10	urn:miriam:icd:F00	http://identifiers.org/icd/F00
F01	Vascular dementia	ICD-10	urn:miriam:icd:F01	http://identifiers.org/icd/F01
F02	Dementia in other diseases classified elsewhere	ICD-10	urn:miriam:icd:F02	http://identifiers.org/icd/F02
F03	Unspecified dementia	ICD-10	urn:miriam:icd:F03	http://identifiers.org/icd/F03
E16.0	Other disorders of pancreatic internal secretion - Drug-induced hypoglycaemia without coma	ICD-10	urn:miriam:icd:E16.0	http://identifiers.org/icd/E16.0
F04	Organic amnesic syndrome, not induced by alcohol and other psychoactive substances	ICD-10	urn:miriam:icd:F04	http://identifiers.org/icd/F04
E16.1	Other hypoglycaemia	ICD-10	urn:miriam:icd:E16.1	http://identifiers.org/icd/E16.1
F05	Delirium, not induced by alcohol and other psychoactive substances	ICD-10	urn:miriam:icd:F05	http://identifiers.org/icd/F05
F06	Other mental disorders due to brain damage and dysfunction and to physical disease	ICD-10	urn:miriam:icd:F06	http://identifiers.org/icd/F06
F07	Personality and behavioural disorders due to brain disease, damage and dysfunction	ICD-10	urn:miriam:icd:F07	http://identifiers.org/icd/F07
E16.4	Abnormal secretion of gastrin	ICD-10	urn:miriam:icd:E16.4	http://identifiers.org/icd/E16.4
F09	Unspecified organic or symptomatic mental disorder	ICD-10	urn:miriam:icd:F09	http://identifiers.org/icd/F09
E16.2	Other disorders of pancreatic internal secretion - Hypoglycaemia, unspecified	ICD-10	urn:miriam:icd:E16.2	http://identifiers.org/icd/E16.2
G12.8	Other spinal muscular atrophies and related syndromes	ICD-10	urn:miriam:icd:G12.8	http://identifiers.org/icd/G12.8
E16.3	Increased secretion of glucagon	ICD-10	urn:miriam:icd:E16.3	http://identifiers.org/icd/E16.3
