value,description,codesystem,code,iri
"ethionamide","ethionamide","UATC","J04AD03","http://purl.bioontology.org/ontology/UATC/J04AD03"
"various other nasal preparations in ATC","various other nasal preparations in ATC","UATC","R01AX10","http://purl.bioontology.org/ontology/UATC/R01AX10"
"meningococcus C, purified polysaccharides antigen conjugated","meningococcus C, purified polysaccharides antigen conjugated","UATC","J07AH07","http://purl.bioontology.org/ontology/UATC/J07AH07"
"emedastine","emedastine","UATC","S01GX06","http://purl.bioontology.org/ontology/UATC/S01GX06"
"polycarbophil calcium","polycarbophil calcium","UATC","A06AC08","http://purl.bioontology.org/ontology/UATC/A06AC08"
"OPIOID ANALGESICS","OPIOID ANALGESICS","UATC","N02A","http://purl.bioontology.org/ontology/UATC/N02A"
"norfloxacin","norfloxacin","UATC","S01AE02","http://purl.bioontology.org/ontology/UATC/S01AE02"
"rolitetracycline","rolitetracycline","UATC","J01AA09","http://purl.bioontology.org/ontology/UATC/J01AA09"
"levetiracetam","levetiracetam","UATC","N03AX14","http://purl.bioontology.org/ontology/UATC/N03AX14"
"cortisone","cortisone","UATC","S01BA03","http://purl.bioontology.org/ontology/UATC/S01BA03"
"moracizine","moracizine","UATC","C01BG01","http://purl.bioontology.org/ontology/UATC/C01BG01"
"Aluminium agents, antiseptics and disinfectants","Aluminium agents, antiseptics and disinfectants","UATC","D08AB","http://purl.bioontology.org/ontology/UATC/D08AB"
"organic nitrates in combination","organic nitrates in combination","UATC","C01DA20","http://purl.bioontology.org/ontology/UATC/C01DA20"
"benoxaprofen","benoxaprofen","UATC","M01AE06","http://purl.bioontology.org/ontology/UATC/M01AE06"
"SURGICAL AIDS, OPHTHALMOLOGIC","SURGICAL AIDS, OPHTHALMOLOGIC","UATC","S01K","http://purl.bioontology.org/ontology/UATC/S01K"
"BETA-LACTAM ANTIBACTERIALS, PENICILLINS","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","UATC","J01C","http://purl.bioontology.org/ontology/UATC/J01C"
"chlorothiazide and potassium","chlorothiazide and potassium","UATC","C03AB04","http://purl.bioontology.org/ontology/UATC/C03AB04"
"dexamfetamine","dexamfetamine","UATC","N06BA02","http://purl.bioontology.org/ontology/UATC/N06BA02"
"pentifylline","pentifylline","UATC","C04AD01","http://purl.bioontology.org/ontology/UATC/C04AD01"
"peginterferon alfa-2b, combinations","peginterferon alfa-2b, combinations","UATC","L03AB60","http://purl.bioontology.org/ontology/UATC/L03AB60"
"clopenthixol","clopenthixol","UATC","N05AF02","http://purl.bioontology.org/ontology/UATC/N05AF02"
"etamiphylline and adrenergics","etamiphylline and adrenergics","UATC","R03DB06","http://purl.bioontology.org/ontology/UATC/R03DB06"
"amifampridine","amifampridine","UATC","N07XX05","http://purl.bioontology.org/ontology/UATC/N07XX05"
"sodium hypochlorite","sodium hypochlorite","UATC","D08AX07","http://purl.bioontology.org/ontology/UATC/D08AX07"
"allergic disease test diagnostic agents","allergic disease test diagnostic agents","UATC","V04CL","http://purl.bioontology.org/ontology/UATC/V04CL"
"Quinolone vasodilators used in cardiac diseases","Quinolone vasodilators used in cardiac diseases","UATC","C01DB","http://purl.bioontology.org/ontology/UATC/C01DB"
"lixisenatide","lixisenatide","UATC","A10BJ03","http://purl.bioontology.org/ontology/UATC/A10BJ03"
"tafamidis","tafamidis","UATC","N07XX08","http://purl.bioontology.org/ontology/UATC/N07XX08"
"cardioplegia solutions","cardioplegia solutions","UATC","B05XA16","http://purl.bioontology.org/ontology/UATC/B05XA16"
"desoximetasone","desoximetasone","UATC","D07AC03","http://purl.bioontology.org/ontology/UATC/D07AC03"
"Drugs for treatment of lepra","Drugs for treatment of lepra","UATC","J04BA","http://purl.bioontology.org/ontology/UATC/J04BA"
"tiazotic acid","tiazotic acid","UATC","C01EB23","http://purl.bioontology.org/ontology/UATC/C01EB23"
"Fluoride supplements","Fluoride supplements","UATC","A12CD","http://purl.bioontology.org/ontology/UATC/A12CD"
"Other nervous system drugs in ATC","Other nervous system drugs in ATC","UATC","N07XX","http://purl.bioontology.org/ontology/UATC/N07XX"
"zuclopenthixol","zuclopenthixol","UATC","N05AF05","http://purl.bioontology.org/ontology/UATC/N05AF05"
"olopatadine","olopatadine","UATC","S01GX09","http://purl.bioontology.org/ontology/UATC/S01GX09"
"INTESTINAL ANTIINFLAMMATORY AGENTS","INTESTINAL ANTIINFLAMMATORY AGENTS","UATC","A07E","http://purl.bioontology.org/ontology/UATC/A07E"
"CALCIUM HOMEOSTASIS","CALCIUM HOMEOSTASIS","UATC","H05","http://purl.bioontology.org/ontology/UATC/H05"
"flutrimazole","flutrimazole","UATC","D01AC16","http://purl.bioontology.org/ontology/UATC/D01AC16"
"linseed, combinations","linseed, combinations","UATC","A06AC55","http://purl.bioontology.org/ontology/UATC/A06AC55"
"Vitamins, other combinations","Vitamins, other combinations","UATC","A11JC","http://purl.bioontology.org/ontology/UATC/A11JC"
"fusafungine","fusafungine","UATC","R02AB03","http://purl.bioontology.org/ontology/UATC/R02AB03"
"dyclonine","dyclonine","UATC","R02AD04","http://purl.bioontology.org/ontology/UATC/R02AD04"
"Choline esters, parasympathomimetics","Choline esters, parasympathomimetics","UATC","N07AB","http://purl.bioontology.org/ontology/UATC/N07AB"
"imatinib","imatinib","UATC","L01XE01","http://purl.bioontology.org/ontology/UATC/L01XE01"
"ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION","ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION","UATC","M01B","http://purl.bioontology.org/ontology/UATC/M01B"
"Beta-lactamase resistant penicillins","Beta-lactamase resistant penicillins","UATC","J01CF","http://purl.bioontology.org/ontology/UATC/J01CF"
"tianeptine","tianeptine","UATC","N06AX14","http://purl.bioontology.org/ontology/UATC/N06AX14"
"hydrochlorothiazide","hydrochlorothiazide","UATC","C03AA03","http://purl.bioontology.org/ontology/UATC/C03AA03"
"cefotaxime and beta-lactamase inhibitor","cefotaxime and beta-lactamase inhibitor","UATC","J01DD51","http://purl.bioontology.org/ontology/UATC/J01DD51"
"ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE","ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE","UATC","D10B","http://purl.bioontology.org/ontology/UATC/D10B"
"mercaptamine","mercaptamine","UATC","S01XA21","http://purl.bioontology.org/ontology/UATC/S01XA21"
"Ethylene imines, antineoplastic alkylating drugs","Ethylene imines, antineoplastic alkylating drugs","UATC","L01AC","http://purl.bioontology.org/ontology/UATC/L01AC"
"neltenexine","neltenexine","UATC","R05CB14","http://purl.bioontology.org/ontology/UATC/R05CB14"
"romosozumab","romosozumab","UATC","M05BX06","http://purl.bioontology.org/ontology/UATC/M05BX06"
"eprosartan and diuretics","eprosartan and diuretics","UATC","C09DA02","http://purl.bioontology.org/ontology/UATC/C09DA02"
"cobalt (58Co) cyanocobalamine","cobalt (58Co) cyanocobalamine","UATC","V09XX02","http://purl.bioontology.org/ontology/UATC/V09XX02"
"ranitidine","ranitidine","UATC","A02BA02","http://purl.bioontology.org/ontology/UATC/A02BA02"
"Ergot alkaloids and oxytocin incl. analogues, in combination","Ergot alkaloids and oxytocin incl. analogues, in combination","UATC","G02AC","http://purl.bioontology.org/ontology/UATC/G02AC"
"organo-heparinoid","organo-heparinoid","UATC","C05BA01","http://purl.bioontology.org/ontology/UATC/C05BA01"
"indium (111In) pentetic acid","indium (111In) pentetic acid","UATC","V09AX01","http://purl.bioontology.org/ontology/UATC/V09AX01"
"propentofylline","propentofylline","UATC","N06BC02","http://purl.bioontology.org/ontology/UATC/N06BC02"
"Antispasmodics, psycholeptics and analgesics in combination","Antispasmodics, psycholeptics and analgesics in combination","UATC","A03EA","http://purl.bioontology.org/ontology/UATC/A03EA"
"dexrazoxane","dexrazoxane","UATC","V03AF02","http://purl.bioontology.org/ontology/UATC/V03AF02"
"risedronic acid, calcium and colecalciferol, sequential","risedronic acid, calcium and colecalciferol, sequential","UATC","M05BB04","http://purl.bioontology.org/ontology/UATC/M05BB04"
"cridanimod","cridanimod","UATC","L03AX18","http://purl.bioontology.org/ontology/UATC/L03AX18"
"Insulins and analogues for injection used in Diabetes, intermediate- or long-acting combined with fast-acting","Insulins and analogues for injection used in Diabetes, intermediate- or long-acting combined with fast-acting","UATC","A10AD","http://purl.bioontology.org/ontology/UATC/A10AD"
"Diagnostic Procedure","Diagnostic Procedure","STY","T060","http://purl.bioontology.org/ontology/STY/T060"
"dextropropoxyphene, combinations excl. psycholeptics","dextropropoxyphene, combinations excl. psycholeptics","UATC","N02AC54","http://purl.bioontology.org/ontology/UATC/N02AC54"
"ceftriaxone, combinations","ceftriaxone, combinations","UATC","J01DD54","http://purl.bioontology.org/ontology/UATC/J01DD54"
"clomethiazole","clomethiazole","UATC","N05CM02","http://purl.bioontology.org/ontology/UATC/N05CM02"
"Encephalitis vaccines","Encephalitis vaccines","UATC","J07BA","http://purl.bioontology.org/ontology/UATC/J07BA"
"bithionol","bithionol","UATC","D10AB01","http://purl.bioontology.org/ontology/UATC/D10AB01"
"iodine iolopride (123I)","iodine iolopride (123I)","UATC","V09AB02","http://purl.bioontology.org/ontology/UATC/V09AB02"
"pidotimod","pidotimod","UATC","L03AX05","http://purl.bioontology.org/ontology/UATC/L03AX05"
"choline salicylate","choline salicylate","UATC","N02BA03","http://purl.bioontology.org/ontology/UATC/N02BA03"
"amorolfine","amorolfine","UATC","D01AE16","http://purl.bioontology.org/ontology/UATC/D01AE16"
"tropicamide","tropicamide","UATC","S01FA06","http://purl.bioontology.org/ontology/UATC/S01FA06"
"bupropion and naltrexone","bupropion and naltrexone","UATC","A08AA62","http://purl.bioontology.org/ontology/UATC/A08AA62"
"Combinations of penicillins, incl. beta-lactamase inhibitors","Combinations of penicillins, incl. beta-lactamase inhibitors","UATC","J01CR","http://purl.bioontology.org/ontology/UATC/J01CR"
"Prostaglandin analogues, antiglaucoma drugs and miotics","Prostaglandin analogues, antiglaucoma drugs and miotics","UATC","S01EE","http://purl.bioontology.org/ontology/UATC/S01EE"
"varicella/zoster immunoglobulin","varicella/zoster immunoglobulin","UATC","J06BB03","http://purl.bioontology.org/ontology/UATC/J06BB03"
"flutemetamol (18F)","flutemetamol (18F)","UATC","V09AX04","http://purl.bioontology.org/ontology/UATC/V09AX04"
"fenquizone","fenquizone","UATC","C03BA13","http://purl.bioontology.org/ontology/UATC/C03BA13"
"technetium (99mTc) butedronic acid","technetium (99mTc) butedronic acid","UATC","V09BA04","http://purl.bioontology.org/ontology/UATC/V09BA04"
"neratinib","neratinib","UATC","L01XE45","http://purl.bioontology.org/ontology/UATC/L01XE45"
"technetium (99mTc) etifenin","technetium (99mTc) etifenin","UATC","V09DA02","http://purl.bioontology.org/ontology/UATC/V09DA02"
"azithromycin","azithromycin","UATC","S01AA26","http://purl.bioontology.org/ontology/UATC/S01AA26"
"hemophilus influenzae B, combinations with toxoids","hemophilus influenzae B, combinations with toxoids","UATC","J07AG51","http://purl.bioontology.org/ontology/UATC/J07AG51"
"calcium glubionate","calcium glubionate","UATC","A12AA02","http://purl.bioontology.org/ontology/UATC/A12AA02"
"PROTECTIVES AGAINST UV-RADIATION","PROTECTIVES AGAINST UV-RADIATION","UATC","D02B","http://purl.bioontology.org/ontology/UATC/D02B"
"bicalutamide","bicalutamide","UATC","L02BB03","http://purl.bioontology.org/ontology/UATC/L02BB03"
"strontium ranelate and colecalciferol","strontium ranelate and colecalciferol","UATC","M05BX53","http://purl.bioontology.org/ontology/UATC/M05BX53"
"flosequinan","flosequinan","UATC","C01DB01","http://purl.bioontology.org/ontology/UATC/C01DB01"
"lysozyme","lysozyme","UATC","D06BB07","http://purl.bioontology.org/ontology/UATC/D06BB07"
"phenacetin, combinations with psycholeptics","phenacetin, combinations with psycholeptics","UATC","N02BE73","http://purl.bioontology.org/ontology/UATC/N02BE73"
"Other diagnostic radiopharmaceuticals for tumour detection in ATC","Other diagnostic radiopharmaceuticals for tumour detection in ATC","UATC","V09IX","http://purl.bioontology.org/ontology/UATC/V09IX"
"eliglustat","eliglustat","UATC","A16AX10","http://purl.bioontology.org/ontology/UATC/A16AX10"
"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","UATC","B05C","http://purl.bioontology.org/ontology/UATC/B05C"
"bupivacaine","bupivacaine","UATC","N01BB01","http://purl.bioontology.org/ontology/UATC/N01BB01"
"hematin","hematin","UATC","B06AB01","http://purl.bioontology.org/ontology/UATC/B06AB01"
"flumequine","flumequine","UATC","J01MB07","http://purl.bioontology.org/ontology/UATC/J01MB07"
"Intellectual Product","Intellectual Product","STY","T170","http://purl.bioontology.org/ontology/STY/T170"
"salsalate","salsalate","UATC","N02BA06","http://purl.bioontology.org/ontology/UATC/N02BA06"
"amprenavir","amprenavir","UATC","J05AE05","http://purl.bioontology.org/ontology/UATC/J05AE05"
"Corticosteroids, potent, combinations with antibiotics","Corticosteroids, potent, combinations with antibiotics","UATC","D07CC","http://purl.bioontology.org/ontology/UATC/D07CC"
"loperamide oxide","loperamide oxide","UATC","A07DA05","http://purl.bioontology.org/ontology/UATC/A07DA05"
"digitalis leaves","digitalis leaves","UATC","C01AA03","http://purl.bioontology.org/ontology/UATC/C01AA03"
"amobarbital","amobarbital","UATC","N05CA02","http://purl.bioontology.org/ontology/UATC/N05CA02"
"colfosceril palmitate","colfosceril palmitate","UATC","R07AA01","http://purl.bioontology.org/ontology/UATC/R07AA01"
"albumin tannate","albumin tannate","UATC","A07XA01","http://purl.bioontology.org/ontology/UATC/A07XA01"
"fumaric acid","fumaric acid","UATC","D05AX01","http://purl.bioontology.org/ontology/UATC/D05AX01"
"macimorelin","macimorelin","UATC","V04CD06","http://purl.bioontology.org/ontology/UATC/V04CD06"
"sulfasalazine","sulfasalazine","UATC","A07EC01","http://purl.bioontology.org/ontology/UATC/A07EC01"
"benznidazole","benznidazole","UATC","P01CA02","http://purl.bioontology.org/ontology/UATC/P01CA02"
"methyldopa (levorotatory) and diuretics","methyldopa (levorotatory) and diuretics","UATC","C02LB01","http://purl.bioontology.org/ontology/UATC/C02LB01"
"oil ingredients","oil ingredients","UATC","A06AG06","http://purl.bioontology.org/ontology/UATC/A06AG06"
"benfluorex","benfluorex","UATC","A10BX06","http://purl.bioontology.org/ontology/UATC/A10BX06"
"glibornuride","glibornuride","UATC","A10BB04","http://purl.bioontology.org/ontology/UATC/A10BB04"
"Antibiotics and corticosteroids","Antibiotics and corticosteroids","UATC","G01BA","http://purl.bioontology.org/ontology/UATC/G01BA"
"ceftizoxime","ceftizoxime","UATC","J01DD07","http://purl.bioontology.org/ontology/UATC/J01DD07"
"balsalazide","balsalazide","UATC","A07EC04","http://purl.bioontology.org/ontology/UATC/A07EC04"
"oxycodone and acetylsalicylic acid","oxycodone and acetylsalicylic acid","UATC","N02AJ18","http://purl.bioontology.org/ontology/UATC/N02AJ18"
"ambrisentan and tadalafil","ambrisentan and tadalafil","UATC","C02KX52","http://purl.bioontology.org/ontology/UATC/C02KX52"
"zinc gluconate","zinc gluconate","UATC","A12CB02","http://purl.bioontology.org/ontology/UATC/A12CB02"
"orphenadrine (chloride)","orphenadrine (chloride)","UATC","N04AB02","http://purl.bioontology.org/ontology/UATC/N04AB02"
"house dust mites","house dust mites","UATC","V01AA03","http://purl.bioontology.org/ontology/UATC/V01AA03"
"dronabinol","dronabinol","UATC","A04AD10","http://purl.bioontology.org/ontology/UATC/A04AD10"
"technetium (99mTc) pertechnetate","technetium (99mTc) pertechnetate","UATC","V09FX01","http://purl.bioontology.org/ontology/UATC/V09FX01"
"clopamide and potassium","clopamide and potassium","UATC","C03BB03","http://purl.bioontology.org/ontology/UATC/C03BB03"
"chlorproethazine","chlorproethazine","UATC","N05AA07","http://purl.bioontology.org/ontology/UATC/N05AA07"
"fenspiride","fenspiride","UATC","R03DX03","http://purl.bioontology.org/ontology/UATC/R03DX03"
"artenimol and piperaquine","artenimol and piperaquine","UATC","P01BF05","http://purl.bioontology.org/ontology/UATC/P01BF05"
"epimestrol","epimestrol","UATC","G03GB03","http://purl.bioontology.org/ontology/UATC/G03GB03"
"meningococcus A, purified polysaccharides antigen","meningococcus A, purified polysaccharides antigen","UATC","J07AH01","http://purl.bioontology.org/ontology/UATC/J07AH01"
"chloralodol","chloralodol","UATC","N05CC02","http://purl.bioontology.org/ontology/UATC/N05CC02"
"undecylenic acid, combinations","undecylenic acid, combinations","UATC","D01AE54","http://purl.bioontology.org/ontology/UATC/D01AE54"
"amantadine","amantadine","UATC","N04BB01","http://purl.bioontology.org/ontology/UATC/N04BB01"
"biapenem","biapenem","UATC","J01DH05","http://purl.bioontology.org/ontology/UATC/J01DH05"
"Acridine derivatives, antiseptics and disinfectants","Acridine derivatives, antiseptics and disinfectants","UATC","D08AA","http://purl.bioontology.org/ontology/UATC/D08AA"
"Pyrethrines","Pyrethrines","UATC","P03BA","http://purl.bioontology.org/ontology/UATC/P03BA"
"metformin and acarbose","metformin and acarbose","UATC","A10BD17","http://purl.bioontology.org/ontology/UATC/A10BD17"
"niridazole","niridazole","UATC","P02BX02","http://purl.bioontology.org/ontology/UATC/P02BX02"
"Technetium (99mTc), particles for injection","Technetium (99mTc), particles for injection","UATC","V09EB","http://purl.bioontology.org/ontology/UATC/V09EB"
"cetylpyridinium","cetylpyridinium","UATC","D09AA07","http://purl.bioontology.org/ontology/UATC/D09AA07"
"Quinoline derivative antiinfectives/antiseptics and corticosteroids","Quinoline derivative antiinfectives/antiseptics and corticosteroids","UATC","G01BC","http://purl.bioontology.org/ontology/UATC/G01BC"
"flubendazole","flubendazole","UATC","P02CA05","http://purl.bioontology.org/ontology/UATC/P02CA05"
"diflorasone","diflorasone","UATC","D07AC10","http://purl.bioontology.org/ontology/UATC/D07AC10"
"lactulose","lactulose","UATC","A06AD11","http://purl.bioontology.org/ontology/UATC/A06AD11"
"methapyrilene","methapyrilene","UATC","R06AC05","http://purl.bioontology.org/ontology/UATC/R06AC05"
"LOW-CEILING DIURETICS, EXCL. THIAZIDES","LOW-CEILING DIURETICS, EXCL. THIAZIDES","UATC","C03B","http://purl.bioontology.org/ontology/UATC/C03B"
"fluticasone","fluticasone","UATC","R01AD08","http://purl.bioontology.org/ontology/UATC/R01AD08"
"Carbapenems","Carbapenems","UATC","J01DH","http://purl.bioontology.org/ontology/UATC/J01DH"
"acefylline piperazine","acefylline piperazine","UATC","R03DA09","http://purl.bioontology.org/ontology/UATC/R03DA09"
"pancreatic function test diagnostic agents","pancreatic function test diagnostic agents","UATC","V04CK","http://purl.bioontology.org/ontology/UATC/V04CK"
"rifampicin and isoniazid","rifampicin and isoniazid","UATC","J04AM02","http://purl.bioontology.org/ontology/UATC/J04AM02"
"reproterol","reproterol","UATC","R03CC14","http://purl.bioontology.org/ontology/UATC/R03CC14"
"ridaforolimus","ridaforolimus","UATC","L01XE19","http://purl.bioontology.org/ontology/UATC/L01XE19"
"Arsenic compounds, Gynecological","Arsenic compounds, Gynecological","UATC","G01AB","http://purl.bioontology.org/ontology/UATC/G01AB"
"rifampicin, pyrazinamide and isoniazid","rifampicin, pyrazinamide and isoniazid","UATC","J04AM05","http://purl.bioontology.org/ontology/UATC/J04AM05"
"abciximab","abciximab","UATC","B01AC13","http://purl.bioontology.org/ontology/UATC/B01AC13"
"fluorescein","fluorescein","UATC","S01JA01","http://purl.bioontology.org/ontology/UATC/S01JA01"
"hydroflumethiazide, combinations","hydroflumethiazide, combinations","UATC","C03AH02","http://purl.bioontology.org/ontology/UATC/C03AH02"
"ibritumomab tiuxetan (90Y)","ibritumomab tiuxetan (90Y)","UATC","V10XX02","http://purl.bioontology.org/ontology/UATC/V10XX02"
"HYPOTHALAMIC HORMONES","HYPOTHALAMIC HORMONES","UATC","H01C","http://purl.bioontology.org/ontology/UATC/H01C"
"Other antithrombotic agents in ATC","Other antithrombotic agents in ATC","UATC","B01AX","http://purl.bioontology.org/ontology/UATC/B01AX"
"etilamfetamine","etilamfetamine","UATC","A08AA06","http://purl.bioontology.org/ontology/UATC/A08AA06"
"adrenalone","adrenalone","UATC","B02BC05","http://purl.bioontology.org/ontology/UATC/B02BC05"
"Acidifiers","Acidifiers","UATC","G04BA","http://purl.bioontology.org/ontology/UATC/G04BA"
"DIAGNOSTIC RADIOPHARMACEUTICALS","DIAGNOSTIC RADIOPHARMACEUTICALS","UATC","V09","http://purl.bioontology.org/ontology/UATC/V09"
"Iodine I-131 diagnostic radiopharmaceuticals","Iodine I-131 diagnostic radiopharmaceuticals","UATC","V09XA","http://purl.bioontology.org/ontology/UATC/V09XA"
"Thiazolidinediones, blood glucose lowering drugs","Thiazolidinediones, blood glucose lowering drugs","UATC","A10BG","http://purl.bioontology.org/ontology/UATC/A10BG"
"sodium picosulfate, combinations","sodium picosulfate, combinations","UATC","A06AB58","http://purl.bioontology.org/ontology/UATC/A06AB58"
"metipranolol and thiazides, combinations","metipranolol and thiazides, combinations","UATC","C07BA68","http://purl.bioontology.org/ontology/UATC/C07BA68"
"estriol","estriol","UATC","G03CC06","http://purl.bioontology.org/ontology/UATC/G03CC06"
"bendroflumethiazide and potassium","bendroflumethiazide and potassium","UATC","C03AB01","http://purl.bioontology.org/ontology/UATC/C03AB01"
"desirudin","desirudin","UATC","B01AE01","http://purl.bioontology.org/ontology/UATC/B01AE01"
"danazol","danazol","UATC","G03XA01","http://purl.bioontology.org/ontology/UATC/G03XA01"
"baclofen","baclofen","UATC","M03BX01","http://purl.bioontology.org/ontology/UATC/M03BX01"
"pentaerithrityl","pentaerithrityl","UATC","A06AD14","http://purl.bioontology.org/ontology/UATC/A06AD14"
"Environmental Effect of Humans","Environmental Effect of Humans","STY","T069","http://purl.bioontology.org/ontology/STY/T069"
"trazodone","trazodone","UATC","N06AX05","http://purl.bioontology.org/ontology/UATC/N06AX05"
"meropenem and vaborbactam","meropenem and vaborbactam","UATC","J01DH52","http://purl.bioontology.org/ontology/UATC/J01DH52"
"proxyphylline and adrenergics","proxyphylline and adrenergics","UATC","R03DB03","http://purl.bioontology.org/ontology/UATC/R03DB03"
"calcium alginate","calcium alginate","UATC","B02BC08","http://purl.bioontology.org/ontology/UATC/B02BC08"
"mitomycin","mitomycin","UATC","L01DC03","http://purl.bioontology.org/ontology/UATC/L01DC03"
"elcatonin","elcatonin","UATC","H05BA04","http://purl.bioontology.org/ontology/UATC/H05BA04"
"insulin degludec and liraglutide","insulin degludec and liraglutide","UATC","A10AE56","http://purl.bioontology.org/ontology/UATC/A10AE56"
"pravastatin and fenofibrate","pravastatin and fenofibrate","UATC","C10BA03","http://purl.bioontology.org/ontology/UATC/C10BA03"
"Insulins and analogues for inhalation","Insulins and analogues for inhalation","UATC","A10AF","http://purl.bioontology.org/ontology/UATC/A10AF"
"Nucleosides and nucleotides excl. reverse transcriptase inhibitors","Nucleosides and nucleotides excl. reverse transcriptase inhibitors","UATC","J05AB","http://purl.bioontology.org/ontology/UATC/J05AB"
"lynestrenol and ethinylestradiol","lynestrenol and ethinylestradiol","UATC","G03AA03","http://purl.bioontology.org/ontology/UATC/G03AA03"
"oxprenolol and thiazides","oxprenolol and thiazides","UATC","C07BA02","http://purl.bioontology.org/ontology/UATC/C07BA02"
"biphenylol","biphenylol","UATC","D08AE06","http://purl.bioontology.org/ontology/UATC/D08AE06"
"enfuvirtide","enfuvirtide","UATC","J05AX07","http://purl.bioontology.org/ontology/UATC/J05AX07"
"Other antidepressants in ATC","Other antidepressants in ATC","UATC","N06AX","http://purl.bioontology.org/ontology/UATC/N06AX"
"ferric ammonium citrate","ferric ammonium citrate","UATC","V08CA07","http://purl.bioontology.org/ontology/UATC/V08CA07"
"pirfenidone","pirfenidone","UATC","L04AX05","http://purl.bioontology.org/ontology/UATC/L04AX05"
"erbium (169Er) citrate colloid","erbium (169Er) citrate colloid","UATC","V10AX04","http://purl.bioontology.org/ontology/UATC/V10AX04"
"garenoxacin","garenoxacin","UATC","J01MA19","http://purl.bioontology.org/ontology/UATC/J01MA19"
"methylprednisolone and antibiotics","methylprednisolone and antibiotics","UATC","D07CA02","http://purl.bioontology.org/ontology/UATC/D07CA02"
"bamipine","bamipine","UATC","R06AX01","http://purl.bioontology.org/ontology/UATC/R06AX01"
"chlorphenesin","chlorphenesin","UATC","D01AE07","http://purl.bioontology.org/ontology/UATC/D01AE07"
"pantoprazole","pantoprazole","UATC","A02BC02","http://purl.bioontology.org/ontology/UATC/A02BC02"
"dicycloverine","dicycloverine","UATC","A03AA07","http://purl.bioontology.org/ontology/UATC/A03AA07"
"propafenone","propafenone","UATC","C01BC03","http://purl.bioontology.org/ontology/UATC/C01BC03"
"norgestimate and estrogen","norgestimate and estrogen","UATC","G03FA13","http://purl.bioontology.org/ontology/UATC/G03FA13"
"oxycinchophen","oxycinchophen","UATC","M01CA03","http://purl.bioontology.org/ontology/UATC/M01CA03"
"algeldrate","algeldrate","UATC","A02AB02","http://purl.bioontology.org/ontology/UATC/A02AB02"
"Enzymes for ALIMENTARY TRACT AND METABOLISM","Enzymes for ALIMENTARY TRACT AND METABOLISM","UATC","A16AB","http://purl.bioontology.org/ontology/UATC/A16AB"
"esomeprazole","esomeprazole","UATC","A02BC05","http://purl.bioontology.org/ontology/UATC/A02BC05"
"galsulfase","galsulfase","UATC","A16AB08","http://purl.bioontology.org/ontology/UATC/A16AB08"
"ANTI-PARKINSON DRUGS","ANTI-PARKINSON DRUGS","UATC","N04","http://purl.bioontology.org/ontology/UATC/N04"
"IRON ANTIANEMIC PREPARATIONS","IRON ANTIANEMIC PREPARATIONS","UATC","B03A","http://purl.bioontology.org/ontology/UATC/B03A"
"histapyrrodine","histapyrrodine","UATC","R06AC02","http://purl.bioontology.org/ontology/UATC/R06AC02"
"bornaprine","bornaprine","UATC","N04AA11","http://purl.bioontology.org/ontology/UATC/N04AA11"
"epomediol","epomediol","UATC","A05BA05","http://purl.bioontology.org/ontology/UATC/A05BA05"
"almitrine","almitrine","UATC","R07AB07","http://purl.bioontology.org/ontology/UATC/R07AB07"
"OTHER OTOLOGICALS in ATC","OTHER OTOLOGICALS in ATC","UATC","S02D","http://purl.bioontology.org/ontology/UATC/S02D"
"cycloguanil embonate","cycloguanil embonate","UATC","P01BB02","http://purl.bioontology.org/ontology/UATC/P01BB02"
"Butylpyrazolidines, antiinflammatory and antirheumatic drugs","Butylpyrazolidines, antiinflammatory and antirheumatic drugs","UATC","M01AA","http://purl.bioontology.org/ontology/UATC/M01AA"
"contact laxatives in combination with belladonna alkaloids","contact laxatives in combination with belladonna alkaloids","UATC","A06AB30","http://purl.bioontology.org/ontology/UATC/A06AB30"
"phenylmercuric borate","phenylmercuric borate","UATC","D08AK02","http://purl.bioontology.org/ontology/UATC/D08AK02"
"molgramostim","molgramostim","UATC","L03AA03","http://purl.bioontology.org/ontology/UATC/L03AA03"
"sodium propionate","sodium propionate","UATC","S01AX10","http://purl.bioontology.org/ontology/UATC/S01AX10"
"alefacept","alefacept","UATC","L04AA15","http://purl.bioontology.org/ontology/UATC/L04AA15"
"vancomycin","vancomycin","UATC","J01XA01","http://purl.bioontology.org/ontology/UATC/J01XA01"
"moxisylyte","moxisylyte","UATC","G04BE06","http://purl.bioontology.org/ontology/UATC/G04BE06"
"allobarbital","allobarbital","UATC","N05CA21","http://purl.bioontology.org/ontology/UATC/N05CA21"
"cefalexin","cefalexin","UATC","J01DB01","http://purl.bioontology.org/ontology/UATC/J01DB01"
"morphine","morphine","UATC","N02AA01","http://purl.bioontology.org/ontology/UATC/N02AA01"
"metenolone","metenolone","UATC","A14AA04","http://purl.bioontology.org/ontology/UATC/A14AA04"
